External ID,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens
ESM5MEDN,0.29481,2.01222,1.36171,0.93759,0.00105,0.02178,0.24572,0.06463,0.57853,27.07035,0.23885,7.19402,0,0,0.04486,0,0,0,0.87924,0,0,0,0,0,32.76553,0.14066,0,0,0,0
CSMAG78W,0,0,0.05739,0.94811,0,0,0.00281,0,0.05084,0,0,11.65195,0,0,0,0,5.30478,11.82441,0,0,0,0,0,0,0,0,0,6.99721,0,0
MSM9VZJ3,0,10.24053,0,1.21783,0.0303,0.04393,0,0,0,0.80734,0,11.27523,0,0,1.28129,0.00074,0,0,0,0,0,0,0.01145,0,0,0,0,0,0,0
HSM7J4M4,0,0,0.50437,0.17887,0,0,0,0.02399,0.62184,0,0.08485,0.46176,0.23704,0.15972,0,0,0.14028,0.07301,0,2.13512,0.17493,0,0,0,0.59818,1.82899,0,0,0,0
CSM9X22U,0,0,0,0,0,0,0,0,0.24596,1.0271,0,0,0.00641,0,0,0,0,0,0,0,0.12724,0,0,0,0,0,0,0,0,0
MSM6J2HT,0,1.10047,0.04236,0,0,0,0,0.00135,0,0,1.43459,7.59602,0,0,0.00991,0,0,0,0.07221,0,0.03123,0,0,0,18.32844,0,0,0.04445,0,0
HSMA33JB,1.98986,0.00229,0.18404,0.79168,0,0.08399,0.01881,0.22345,0.12749,0.07133,3.12893,12.75207,0,0.00463,0.00612,0,0.00967,0,0.68197,0,0.37782,0,0,0,6.20395,0,0,0,0,0
MSM9VZLJ,0.02496,0,0.27532,0.60515,0.00333,0.003,0,0.12102,0.45454,0,0.31469,3.16867,0,0,0,0,0,1.87718,0.06257,0,0,0,0,0.01229,0.44406,0,0,0,0.02541,0
CSM9X1YV,0,0,0,0.43436,0.03061,1.593,0,0.05101,0.51193,0.17268,0,0,0,0,0,0.00518,0,0,0,0.41695,0,0,0,0,27.50865,0,0,0,0,0.01337
HSM7J4L9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35041,0.10876,0,0,0,0,0,0.61304,2.38654,0.00441,0,22.45023,0,0,0,0,0
CSMA9J65,7.04618,7.70549,0.16388,0,0.00361,0.05163,0.21258,0,0,15.68828,0,0,0,0,0.09768,0,0,0.00817,0,0.1003,0,0.14438,0.26897,0,0.00205,0,0,0,0,0
HSMA33KM,0,29.47847,1.11809,0.98104,0,0.0351,0,0,1.4062,0,0.0552,0,0,0,0,0.02241,0,0,0.16475,0,0,0.01128,0.02573,0,0,0,0,0,0,0
MSM9VZEK,0,0,0.02042,0.36788,0,0,0,1.01817,0.02724,0,0.43682,1.05325,0,0,0,0,4.043,0,0.0125,0,0,0,0,0,2.82313,0,0,0,0,0
HSM7J4OE,0.51866,0.00269,0.17657,0.71544,0,0.05017,0.00103,0.76071,0.03254,0.24565,0.54986,7.24603,0,0,0.02255,0,0.02822,0,0.70422,0,0.51753,0,0,0,3.78921,0,0,0,0,0
PSM7J15M,0,0,0,0,0.23038,0,0,0,0,0,0,0,0,0.61461,0,0,0,0,0,0.09663,6.81184,0.03341,0.29115,0,0,0,0,0,0,0
HSM7J4J7,0,2.97483,0.22419,0.52226,0,0.12141,0,0,0,0,0,0,0,0,0,0.02409,0,0,0.00175,0,0,0,0,0,0.0189,0,0,0,0,0
MSM6J2R2,0.004,0.22269,0.00642,0.23716,0,0,0,0.0368,0,0.10851,0.01034,0.01522,0,0,0,0,0,0,0.00418,0,0,0,0,0,0,0,0,0,0,0
PSM7J17X,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30428,0,0,0,0,0,1.68396,7.13412,0.08319,0,0,0,0.04499,0,0,0,0
CSM7KOLA,0,0,0.03476,0.59361,0,0.03032,0,0.12008,0,0,0.20057,4.18049,0,0.03471,0.00355,0,0.17222,0,0.36719,0,0.09141,0,0,0,3.12243,0.00736,0,0,0,0.5104
MSMB4LZX,0,0,0.02239,0.53601,0.0077,0,0,0.09539,0.95453,9.84751,0.7726,2.93961,0,0,0.04621,0,0.1534,0.79176,0.06727,0.04075,0.46739,0,0,0,0.44156,0,0.14846,0,0,0
HSM6XRVO,0,3.42843,0.75566,0.05096,0,0.2825,0,0.0137,0,0,0.40677,1.26575,0,0,0.03907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSM6J2MB,0,0,0,0,0.76701,0,0,0,0,0,0,0,0.00408,11.48747,0,0,7.79813,0,0,0.03222,0.29006,0,0.00735,0,0,0.01458,0,0,0,0
CSM7KOOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM67UH7,54.69974,1.59238,0.24846,0,0,0.43869,0.00309,0.0404,0.0669,0,1.61893,0.22129,0,0,0.0023,0,0.04061,1.66531,0,0,0.02518,0,0,0,0,0,0,0,0,0
HSM67VF3,0,0,0.01202,0,0,0,0,0,0.01507,0,0,0,0,0.03333,0,0,0,0,0,0,0,0,0,0,45.62873,0,0,0,0.00329,0
MSMAPC5D,0,1.89644,0,0,0.96527,0.39953,0,0.51811,0,0,0,0,0,0,0,0.03852,0,0,0,0.54444,2.44451,0.01428,0,0,0,0.02576,0,0,0,0
HSM67VCZ,0.92402,12.86573,0.26415,0,0,0.07401,0,0.00946,0,0,3.3115,0.00511,0,0,0,0,0,0,0,0,0,0,0,0,37.44915,0,0,0,0,0
MSMB4LZK,0,0,0.02542,0,0,0,0.0153,0.00252,0.04458,5.3692,0.54875,0,0,0,0.11354,0,0,0,0.01068,0,0,0.01771,0,0,24.9772,0,0,0.01242,0,0
MSMAPC7T,0,0.39242,0.34284,0.99951,0,0.10622,0.80827,0.01089,0.00282,0.00111,0,6.09765,0,0,0.16206,0,0,0,0.03231,0,0.8404,0.12319,0.05766,0,0,0,0,0,0,0
CSM9X23B,0,0,0,0.58099,0.04375,0.86937,0,0.11254,0.32722,0,0,0,0,0,0,0.08733,0,0,0,0.57931,0,0,0,0,27.14037,0.03465,0.20081,0,0,0.08248
HSM6XRRV,0,2.09527,0.41638,0.73396,0,0.94265,0.0103,0.07701,0.01919,0,1.76238,5.25206,0.02017,0,1.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSM67VEE,0.18227,57.8109,0.11825,0,0.00411,0,0.02286,0,0,0,0,0,0.01473,0.24794,0,0,0,0,0,0,1.41614,0,0,0,0,0.06505,0,0,0,0.01311
HSM67VGG,13.14697,0.1572,0.07364,1.57037,0.02339,0.29665,0.11723,0,0.44156,0,25.89174,3.70772,0,0,0.29274,0.00041,0.63564,0,0,0,0,0.16346,0.00971,0,0.17078,0,0,0,0,1.12109
HSM7CZ38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34933,0,0,0,0,0,0,0,1.51601,0.00911,0,25.39926,0,0,0,0,0
CSM67UEA,0,0,0,1.04326,0,0.04062,0,0,0,0,0.22416,9.85743,0,0,0,0,8.51691,0,1.0765,0,0,0,0,0,2.48383,0,0.01065,0,0,0.19257
HSM7J4NE,0,2.68967,0.05299,3.67279,0,0.67045,0.08446,0.22011,0,0,1.67106,0,0.14109,0,0,0.03718,0,0,0.17637,0.01037,0,0,0,0,13.12228,0.03693,0,0.37896,0.05255,0
CSM67UEW,0,1.85694,0,0,0,0,0,1.40843,0,0,0,0,0,0.30953,0,0,0,0,0.04435,0,0,0,0,0,8.54886,0.94634,0,0,0,0
CSM9X22G,4.52091,0.04279,0.16077,0,0.10249,0.28881,0.01124,0.03221,0,1.58095,16.47174,9.36587,0,0,0.0126,0.08405,0.81792,1.99864,0.18103,0.00645,0.0258,0,0,0.01089,1.73098,0,0,0,0,0.11156
MSMA26BR,2.25782,0,0.02888,0.54486,0,0,0.02227,0,1.3023,0.00235,0,6.60474,0,0,0,0,0,0,0.08243,0,0.00648,0,0,0,0,0,0,0,0,0.00347
HSM7CYZ7,0,19.68078,0,0,0,0,0,0,0,0,0,0,0.03886,5.86534,0,0,0,0,0,0,0,0,0,0,0,0.02338,0,0,0,0
MSM79H8D,0,0,0.00288,0.96354,0,0,0.00479,0.10528,0.11992,30.30581,1.28912,7.34766,0.00241,0.00208,0.11992,0.00935,0.01692,1.06803,0.10662,0,0.02168,0,0.00508,0,0,0,0,0,0,0.00903
ESM718SY,0,0,0.07566,0,0.00858,0.00343,0.00452,0,0,10.3405,0,13.14048,0,0,0,0.00056,0.02481,0.74009,0,0,0,0,0,0,0,0,0,0,0,0
HSM7J4KQ,0,0,0.03085,0,0,0,0,0.00396,0.0905,0,3.34775,0,0,0.0325,0,0.00376,0,0,0,0,0.15475,0,0,0,32.55101,0,0,0,0.01645,0
MSM9VZLP,7.22865,0,0,0.36957,0,0,0.1294,0.12289,0.04341,3.17776,1.33337,0.1184,0.0029,0,0,0,1.39427,0.39199,0.29294,0.0943,0.03088,0,0,0,0.47988,0.02805,0,2.28261,0,0.17549
PSMA267P,0,0,0,0,0.00167,0,0,0.00088,0,0,0,0,0,0.00393,0,0,0,1.61623,0,0,0.01179,0.00769,0,0,0.76393,0,0,0,0,0
CSM79HIB,0,0,0,0,0,0,0,0,0,0,0,0,0.04552,16.5531,0,0,0,0,0,0,0,0.31859,0,0,0,0.53116,0,0,0,0
PSM7J156,0.1967,0.38797,0.02844,0.64248,0,0.09531,0,0.00231,0.06491,9.0429,1.11175,3.1358,0,0,0.00709,0,0,0,0.09398,0,0.1632,0,0,0.16375,3.0241,0,0,0,0,0
CSM7KOPE,0,0,0.01595,0,0.03096,0.24024,0.02042,0.00571,0,0.75047,4.98183,5.21402,0,0,0.00215,0.01811,1.16873,2.92629,0.13678,0,0.26643,0,0,0.17283,0.97763,0,0,0,0.00997,0.00476
PSM7J161,0,0,0,0,0,0,0,0,0,0,0,0,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0
ESM5MECL,0,0,0,0,0,0.01863,0,0.01499,0,0,0,0,0,0.06207,0.00138,0,0,0,0,0,0.75535,0,0,0,0,0,0,0,0,0
HSM6XRQB,0,0,1.69845,0,0,0,0,0.00918,0,0,0,0,0,0,0,0,0,1.08625,0,0,0,0.20744,0.50235,0,0,0,0,0,0,0.19251
PSM7J177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSM67VD6,2.65418,26.45078,0.24544,0,0,0.06954,0,0.00377,0,0,2.92098,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73911,0,0,0,0,0
PSM7J1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18746,0,0,11.74697,0,0,4.69266,0,10.96884,0,0,0,0.02041,0,0,0,0
CSM79HLA,0,0,0,0,0.05146,0.2032,0.05873,0,0,0,0.00082,0,0,0,1.03476,0,0,0,0,0.03875,0,0.03185,0.38774,0,10.18182,0,2.63509,0,0,1.16795
ESM7F5AK,0.11084,0.11208,0.35564,0.55313,0.00789,0,0.51426,0.8012,0.7104,16.08539,0.11108,3.79974,0,0,0.0385,0,0,0,0.19418,0,0.13563,0,0,0,16.42308,0,0,0,0,0.01087
HSMA33SG,0,0.6159,0.74213,0.65128,0.02028,0,0.06646,0.35782,0.07128,0,0.24824,4.40929,0,0,0.37898,0,0,0,0.40567,0,0.88186,0,0.0214,0,2.88621,0,0,0.56513,0,0
HSMA33L1,0,0,0.96539,0,1.74061,0,0.08611,0,0,0,0,0,0,0,0,0.058,0,0,0,0.13652,6.4497,0,1.00928,0,0,0,0,0,0,1.03597
HSM7CYYF,0,0,0.7137,0,0,0,0,0,0,0,0,0,0,0.08203,0,0,0,0,0,0,0.00832,0.0734,0,0,45.62139,0.00411,0,0,0,0
HSM7J4NU,0,5.62577,0,4.05101,0.02063,1.62729,0.14257,0.0135,0.07793,0,0.33638,0,0.00096,0.23188,0.16506,0,0.42177,0,0,0,0,0.00132,0.00596,0,0,0.044,0,0,0,0.00408
CSM7KORU,0,0,0.22637,0,0,1.04196,0,0.02329,0,0.01199,0,0,0,0.01132,0,0,0,0,0,0,0,0,0,0.01365,7.94356,0.0029,0,0,0,0
MSMB4LZC,0,0.58237,0.86022,1.68846,0,0.29906,0.10636,0.03063,0,0.0672,0,2.45546,0,0,0.37507,0,0,0,0.00056,0,1.64441,0.14373,0,0,0,0,0,0,0,0
HSM5MD5D,0.10298,0,0,0,0.03823,0.16911,1.65761,0.02197,1.37617,0.02693,0.75616,0,0.00391,0.0114,0.13005,0,0,0,0,0,0.20464,0,0.20604,0,0.69834,0,0,0,0,0.59439
HSM5MD62,0,1.12271,0,2.10514,0,0,0,0,1.64571,0,0,0,0,0.31292,0.03418,0,0,0,0.32044,0,0.57093,0,0,0,0,0,0,0,0,0
PSM7J17F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSM6J2K6,0,0.54052,0.04805,0.42428,0,0,0,0.05293,0.0074,1.02174,0.13204,2.3199,0,0,0,0,1.09739,0.98042,0.42159,0,0.0527,0,0,0,0,0,0,0.59643,0,0
HSM7J4QT,0,4.79617,1.86849,0.7234,0,0.97948,0.07058,0.04934,0,0,4.35394,5.9992,0,0,0.51298,0.04908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA265T,0,2.68342,0,1.91911,0,0,0.02764,0.13873,0.69378,0,0,0,0,0,0.21412,0.05478,1.01621,0,0.08864,0,0,0,0.47921,0,11.8353,0.03207,0,0,0,0
HSMA33R9,0,1.51874,0.07865,0,0,0,0.01888,0.22519,0.02038,0,2.00748,11.67812,0.06115,0.04433,0,0,0,0,0,0,0,0,0,0,0,0.04699,0,0,0,0
MSM9VZOI,6.71465,0,0.00494,0,0,0,0.12951,0,0.06345,62.75621,0,5.99704,0,0.55498,0,0,0,0,0.17125,0,0.00371,0,0,0,0,0.0063,0,0,0,0
HSM7J4QJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSM7J158,0,0.97037,0,1.20056,0,0,0.2784,1.28644,2.22715,1.0619,1.29643,7.02431,0,0,0.00238,0.08848,1.16926,0,0.40187,0,0,0,0.02098,0,20.23389,0.00584,0,1.32515,0,0
CSM79HOJ,0,0,0,0.03444,0,0,0.00071,0.47426,0,0.20978,0.4456,2.73431,0,0,0,0.00276,0.50365,0.0008,0,0.06042,0.83726,0,0,0,3.20786,0,0.03146,0,0,0
MSMB4LZ8,3.02077,0,0.16109,0.66613,0.00327,0.02386,0.00543,0.02384,0.59172,0,0,6.95119,0,0,0,0,0,0,0.02683,0.06217,0.06086,0,0.01734,0,0,0,0,0,0.01759,0
HSM7J4IC,0,0,0,1.23462,0,0.54977,0.02385,0,0,21.74401,12.26545,0.00528,0,0.4807,0.05103,0,0,0,0.00049,0,0,0,0.08628,0,0,0,0,0,0,0.17513
HSM5MD3Y,0,5.63566,0.06182,0,0,2.68052,0,0,0,11.87315,0,0,0,1.5761,0,0,0,0,0.03052,0,1.46161,0,0,0,3.21256,0,0,0,0,0
HSMA33R7,0,1.5166,0.02334,0,0,0,0.02559,0.09549,0,0,0.3975,5.62005,0,0.02346,0.00709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM67UF5,0,0.66743,0,0,0,0.00106,0,3.7648,0,0,0.01104,0,0.0789,0.62054,0,0,0,0,0.23258,0,0,0,0,0,4.75471,0.52103,0,0,0,0
ESM5MEBG,0,0,0,0,0,0.04127,0,0,0,0,0,0,0,0.71788,0.01421,0.00404,0,0,0,0,0.2304,0,0,0,0,0,0,0,0,0
PSM7J1CC,0,0,0.20903,0.70999,0,0,0,0.06859,0.01524,6.71588,2.37999,4.36293,0.00519,0.14912,0.00268,0,0,1.99824,0.09553,0,0.00906,0,0,0,0,0,0,0,0,0
MSM9VZPL,0,5.3093,0.02321,1.05552,0,0.02454,0.00719,0.1198,0.20275,0.50712,0,7.53976,0,0,0.30131,0,0.41665,0,0,0,0,0,0,0,0,0.00394,0,0,0,0
MSM6J2PU,0,0,0.06544,0,0,0,0.10825,0,0,0,0,0.16052,0,0,0,0,0,0,0,0,0,0,0,0,0.5954,0,0,0,0.16624,0
CSM79HRG,0,0,0.00318,0.30178,0,0.00634,0.0762,0.80128,0.09968,0,0,0,0,0.01592,0,0,10.48819,0,0,0.02481,0,0,0,0,0,0.00246,0,0,0,0
MSM5LLDA,0,5.43241,0,0,0.02375,0,0,0,0,0,1.79148,8.8026,0,0.00146,0.02297,0,3.73898,0,0,0,0.4209,0,0,0,47.10789,0.00062,0,0,0,0
CSM67UCK,0,0,0,0.74353,0,0.0085,0,0,0,0,0.13663,7.17315,0,0,0,0,10.71187,0,1.43045,0,0,0,0,0,3.2809,0.00115,0,0,0,0.36336
MSM79H7Y,0,0,0.1952,0.74622,0,0,0.0162,0.0491,0.04906,0,0.11629,4.18194,0,0.10373,0.00069,0,0.17196,0,0.12206,0,0,0,0,0,2.70605,0,0,0.03562,0.05097,0
HSM7CYZJ,0.03614,5.43042,0.00398,1.19941,0.09004,1.17795,0.06955,0,0,10.33703,2.82868,3.35936,0,0,0.0456,0,6.11172,0,0.40678,0,0.22415,0,0.02253,0,8.8918,0,0,0,0,0
PSMA267J,0,0,0,0,0.04868,0,0,0,0,0,0,0,0.00612,0,0,0,0,1.82726,0,0,0.08719,0,0,0,0.92757,0,0,0,0,0
CSM7KOMB,0,1.00204,0.1217,0.33332,0,0.01329,0.11714,0.02579,0,7.25345,0.13527,0.65223,0,0,0,0,0,0,0,0,0.58435,0.39323,0,0,0.48891,0,0,0,0,0.47273
MSMA26CX,0,10.35444,0,1.34796,0.00175,0.0177,0,0,0.0076,0.64521,0,6.68577,0,0,0.54574,0,0.22776,0,0,0,0,0,0.00322,0,0,0,0,0,0,0
CSM5MCXL,3.20777,0,0,0,0.02128,0.06363,0.00574,0,0,0,0,0,0,0,0.06972,0.00294,0,0,0,0,0,0,0.05825,0,22.55545,0,0.13521,0,0,0.09532
PSM7J17L,0,1.60656,0,2.75254,0,0.00807,0.0439,1.24116,0.14462,0,0,7.33269,0,0.01859,0,0.00677,0.06973,0,0.06813,0,0,0.00178,0,0,27.78373,0.46003,0,0,0,0
HSM6XRRD,0,0,0,0,0,0.02712,0,0,0,0,0,0.38926,0,0,0,0,0.15984,0.88404,0.05591,0,0.1139,0,0,0,15.37699,0.18451,0,0,0,0
CSM7KOO9,2.04815,0,0,0.26993,0.00144,0.00674,0.3663,0.06864,0,0,0,0,0,0,0,0,2.60698,0,0,0.01101,0,0,0,0,0,0,0,0,0,0
MSM79HEY,0.09077,0.8946,0.07832,0.44179,0,0.25784,0,0,0,0,0.24257,0,0,0.01412,0,0,0,0,0,0,0.53465,0.00251,0,0,0,0,0,0,0,0
MSM9VZEW,0,37.9606,0,0,0,0,0,0,0,0,0,0,0.10933,0.00779,0,0,0,0,0,0,0,0,0,0,0,0.00092,3.14062,0,0.72892,0
MSM6J2SE,8.07589,5.52353,0.12369,0.59606,0.01489,0.08878,0.00058,0,0,0,2.85363,0,0,0,0,0,0,0,0,0,0.09719,0.22179,0.06065,0,0.01871,0,0,0,0,0.85892
MSM6J2PO,0,0,1.77208,0.16695,0,0,0,0.01841,0,0,0,1.00699,0.42439,0.35798,0,0,0,0,0,0,0,0,0,0,3.62022,0.08381,0,0,0.01319,0
MSM79HAN,8.79952,0,0.0664,0.22759,0,0,0.11194,0.1198,0.04614,1.82971,1.10921,0.09353,8.1805,0,0.01302,0,2.30359,0.21651,0.30958,0.15251,0.34878,0,0,0.00147,0.11421,0.19548,0,1.7231,0,0
MSMA26AZ,0,0,0,0,0.00684,0.06836,0,0.19144,0,0.6166,2.75991,5.53089,0.0134,0,0,0.00585,0,2.17959,0,0.00907,0,0,0.0291,0.03443,0,0,0,0,0,0.15077
PSM7J15U,0,0,0,0,0.28164,0,0,0,0,0,0,0,0,0.60065,0,0,0,0,0,0.6727,2.77862,0.18581,0.05582,0,0,0.06018,0,0,0,0
MSM79H9G,0,0,0.37344,0,0.02986,0.0191,0.30278,0,0,0,0.0527,6.83257,0,0,0.01428,0,6.05139,0,0.39766,3.10616,0,0,0.00604,0,0,0,0,0,0,0.05193
HSM7J4LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM9X1Y5,0.10635,25.38277,0.02176,0,0.23586,2.73765,0.00741,0,0,0,0,25.78806,0,0,0,0,0,0,0,0.01784,0.06883,0.02972,0.00092,0,0,0.00139,0.36383,0,0,0.4342
CSM79HJM,2.04513,0.65875,0,0,0,0.02404,0.03316,0,0,15.28968,0,4.01224,0,0,0.04666,0,0.52711,0,0,0.24477,0,0.00696,0.00102,0,0,0.02622,0,0,0,0.91882
MSM9VZIM,0,4.10648,0,0,4.17208,0.21539,0,0,0,0,0,0,0,0,0,0.01288,0,0,0,0.01615,3.28232,0.00296,0,0,0,0,0,0,0,0
MSM9VZI6,0,0,0.24852,0.0147,0,0,0.34946,0,0,0.47488,0.05222,0.37423,0,0,0.2801,0,0.30042,0.03333,0.01877,0.01814,1.35606,0.00264,0,0,0.00463,0,0,0,0,0
CSM9X213,0.00093,0.00712,0.00656,0.01461,0.00303,0,0,0.00747,0.55521,3.90886,0.03272,0.08044,0.01694,0.02046,0,0,0.14931,0,0.00025,0,0.49891,0,0.00213,0,0.42406,0,0,0,0,0
ESM718V8,0,0,0.09767,0.17783,0,0,0.0111,1.06589,0,0,0.0066,2.37246,0,0,0,0,0.00875,0.27036,0.12386,0,0,0,0,0,0.72761,0,0,0,0,0
HSM7J4MY,0,4.46147,0.06292,0.52643,0,0,0,0,0.14224,0,0.03337,2.12018,0,0,0.01268,0,0,0,0.00331,0,0,0,0,0,0.02229,0,0,0.16882,0,0.84222
CSM7KOQ1,0,0.36374,0,0.79535,0,0.08766,0,0,0,0,0,0,0,0.45987,0,0,0,0,0,0,0,0.22134,0,0,0,0,0,0,0,0
CSM7KOLY,0.22667,36.91098,0.00348,0,0.07582,0.8196,0,0,0,0,0,23.65247,0,0,0,0,0,0,0,0.02172,0.22746,0,0,0,0,0,0.00855,0,0,0.10894
HSM7J4PW,3.42355,8.28904,0.93438,0,0,0.15709,0,0,0.01204,0,7.9178,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5084,0.00083,0,0,0,0
MSM79HCR,0.04248,0,0,0,0,0,0,0,0.06029,64.34339,0,5.19944,0,0.1614,0,0,0,0,0.58692,0,0.05121,0,0,0,0,0,0,0,0,0
ESM5MEDD,0.26318,0.18729,0.18249,0.93328,0.00373,0.00983,0.44825,0.23227,0.3904,25.88219,0.68975,8.55098,0,0,0.04841,0,0,0,0.76087,0,0,0,0.00051,0,18.30506,0.00174,0,0,0,0.00531
PSM7J1CU,0,0,0,0,0,0,0,0,0,20.77007,0,0,0,0.0024,0,0,0,3.65322,0,0,0,0.00198,0,0,3.92461,0,0,0,0,0
PSM7J136,0,0,0,0.45803,0,0,0.04222,0.08569,0,4.71042,1.84749,3.63581,0.02537,0.02731,0,0,0,0.80421,0,0,0,0,0,0,0,0.01713,0,0,0,0.05506
CSMAIG7X,0.25235,0.33908,0.42304,0,0,0,0,0,0,27.94849,0.02528,0.01238,0,0,0.00453,0,0,0.00188,0,0,0,0.07807,0.00061,0,0.0845,0,0,0,0,0.0324
